instrument_code,price_source_code,price_ts,price_type,price,currency_code,is_eod_flag,source_system,source_ref,ingest_batch_id
EQ-GOOGL,BBG,2025-01-02T21:00:00Z,CLOSE,188.558258,USD,true,SEED,PX00033,B2
EQ-GOOGL,BBG,2025-03-31T21:00:00Z,CLOSE,154.105652,USD,true,SEED,PX00034,B2
EQ-GOOGL,BBG,2025-06-30T21:00:00Z,CLOSE,175.833649,USD,true,SEED,PX00035,B2
EQ-GOOGL,BBG,2025-09-30T21:00:00Z,CLOSE,242.770203,USD,true,SEED,PX00036,B2
EQ-GOOGL,BBG,2025-12-31T21:00:00Z,CLOSE,312.779816,USD,true,SEED,PX00037,B2
EQ-GOOGL,BBG,2026-01-31T21:00:00Z,CLOSE,337.762238,USD,true,SEED,PX00038,B2
EQ-GOOGL,BBG,2026-03-19T21:00:00Z,CLOSE,307.130005,USD,true,SEED,PX00039,B2
EQ-GOOGL,BBG,2026-03-20T21:00:00Z,CLOSE,301.0,USD,true,SEED,PX00040,B2
EQ-META,BBG,2025-01-02T21:00:00Z,CLOSE,596.845337,USD,true,SEED,PX00041,B2
EQ-META,BBG,2025-03-31T21:00:00Z,CLOSE,574.567444,USD,true,SEED,PX00042,B2
EQ-META,BBG,2025-06-30T21:00:00Z,CLOSE,736.360657,USD,true,SEED,PX00043,B2
EQ-META,BBG,2025-09-30T21:00:00Z,CLOSE,733.153809,USD,true,SEED,PX00044,B2
EQ-META,BBG,2025-12-31T21:00:00Z,CLOSE,659.52533,USD,true,SEED,PX00045,B2
EQ-META,BBG,2026-01-31T21:00:00Z,CLOSE,715.887085,USD,true,SEED,PX00046,B2
EQ-META,BBG,2026-03-19T21:00:00Z,CLOSE,606.700012,USD,true,SEED,PX00047,B2
EQ-META,BBG,2026-03-20T21:00:00Z,CLOSE,593.659973,USD,true,SEED,PX00048,B2
EQ-AMZN,BBG,2025-01-02T21:00:00Z,CLOSE,220.220001,USD,true,SEED,PX00049,B2
EQ-AMZN,BBG,2025-03-31T21:00:00Z,CLOSE,190.259995,USD,true,SEED,PX00050,B2
EQ-AMZN,BBG,2025-06-30T21:00:00Z,CLOSE,219.389999,USD,true,SEED,PX00051,B2
EQ-AMZN,BBG,2025-09-30T21:00:00Z,CLOSE,219.570007,USD,true,SEED,PX00052,B2
EQ-AMZN,BBG,2025-12-31T21:00:00Z,CLOSE,230.820007,USD,true,SEED,PX00053,B2
EQ-AMZN,BBG,2026-01-31T21:00:00Z,CLOSE,239.300003,USD,true,SEED,PX00054,B2
EQ-AMZN,BBG,2026-03-19T21:00:00Z,CLOSE,208.759995,USD,true,SEED,PX00055,B2
EQ-AMZN,BBG,2026-03-20T21:00:00Z,CLOSE,205.369995,USD,true,SEED,PX00056,B2
EQ-TSLA,BBG,2025-01-02T21:00:00Z,CLOSE,379.279999,USD,true,SEED,PX00057,B2
EQ-TSLA,BBG,2025-03-31T21:00:00Z,CLOSE,259.160004,USD,true,SEED,PX00058,B2
EQ-TSLA,BBG,2025-06-30T21:00:00Z,CLOSE,317.660004,USD,true,SEED,PX00059,B2
EQ-TSLA,BBG,2025-09-30T21:00:00Z,CLOSE,444.720001,USD,true,SEED,PX00060,B2
EQ-TSLA,BBG,2025-12-31T21:00:00Z,CLOSE,449.720001,USD,true,SEED,PX00061,B2
EQ-TSLA,BBG,2026-01-31T21:00:00Z,CLOSE,430.410004,USD,true,SEED,PX00062,B2
EQ-TSLA,BBG,2026-03-19T21:00:00Z,CLOSE,380.299988,USD,true,SEED,PX00063,B2
EQ-TSLA,BBG,2026-03-20T21:00:00Z,CLOSE,367.959991,USD,true,SEED,PX00064,B2
EQ-AVGO,BBG,2025-01-02T21:00:00Z,CLOSE,229.902512,USD,true,SEED,PX00065,B2
EQ-AVGO,BBG,2025-03-31T21:00:00Z,CLOSE,166.432678,USD,true,SEED,PX00066,B2
EQ-AVGO,BBG,2025-06-30T21:00:00Z,CLOSE,274.652985,USD,true,SEED,PX00067,B2
EQ-AVGO,BBG,2025-09-30T21:00:00Z,CLOSE,329.279968,USD,true,SEED,PX00068,B2
EQ-AVGO,BBG,2025-12-31T21:00:00Z,CLOSE,346.100006,USD,true,SEED,PX00069,B2
EQ-AVGO,BBG,2026-01-31T21:00:00Z,CLOSE,331.299988,USD,true,SEED,PX00070,B2
EQ-AVGO,BBG,2026-03-19T21:00:00Z,CLOSE,319.839996,USD,true,SEED,PX00071,B2
EQ-AVGO,BBG,2026-03-20T21:00:00Z,CLOSE,310.51001,USD,true,SEED,PX00072,B2
EQ-AMD,BBG,2025-01-02T21:00:00Z,CLOSE,120.629997,USD,true,SEED,PX00073,B2
EQ-AMD,BBG,2025-03-31T21:00:00Z,CLOSE,102.739998,USD,true,SEED,PX00074,B2
EQ-AMD,BBG,2025-06-30T21:00:00Z,CLOSE,141.899994,USD,true,SEED,PX00075,B2
EQ-AMD,BBG,2025-09-30T21:00:00Z,CLOSE,161.789993,USD,true,SEED,PX00076,B2
EQ-AMD,BBG,2025-12-31T21:00:00Z,CLOSE,214.160004,USD,true,SEED,PX00077,B2
EQ-AMD,BBG,2026-01-31T21:00:00Z,CLOSE,236.729996,USD,true,SEED,PX00078,B2
EQ-AMD,BBG,2026-03-19T21:00:00Z,CLOSE,205.270004,USD,true,SEED,PX00079,B2
EQ-AMD,BBG,2026-03-20T21:00:00Z,CLOSE,201.330002,USD,true,SEED,PX00080,B2
EQ-CRM,BBG,2025-01-02T21:00:00Z,CLOSE,328.51532,USD,true,SEED,PX00081,B2
EQ-CRM,BBG,2025-03-31T21:00:00Z,CLOSE,266.619415,USD,true,SEED,PX00082,B2
EQ-CRM,BBG,2025-06-30T21:00:00Z,CLOSE,271.777283,USD,true,SEED,PX00083,B2
EQ-CRM,BBG,2025-09-30T21:00:00Z,CLOSE,236.618073,USD,true,SEED,PX00084,B2
EQ-CRM,BBG,2025-12-31T21:00:00Z,CLOSE,264.910004,USD,true,SEED,PX00085,B2
EQ-CRM,BBG,2026-01-31T21:00:00Z,CLOSE,212.289993,USD,true,SEED,PX00086,B2
EQ-CRM,BBG,2026-03-19T21:00:00Z,CLOSE,194.990005,USD,true,SEED,PX00087,B2
EQ-CRM,BBG,2026-03-20T21:00:00Z,CLOSE,195.380005,USD,true,SEED,PX00088,B2
EQ-ORCL,BBG,2025-01-02T21:00:00Z,CLOSE,163.961456,USD,true,SEED,PX00089,B2
EQ-ORCL,BBG,2025-03-31T21:00:00Z,CLOSE,138.407486,USD,true,SEED,PX00090,B2
EQ-ORCL,BBG,2025-06-30T21:00:00Z,CLOSE,217.214294,USD,true,SEED,PX00091,B2
EQ-ORCL,BBG,2025-09-30T21:00:00Z,CLOSE,280.012604,USD,true,SEED,PX00092,B2
EQ-ORCL,BBG,2025-12-31T21:00:00Z,CLOSE,194.396133,USD,true,SEED,PX00093,B2
EQ-ORCL,BBG,2026-01-31T21:00:00Z,CLOSE,164.580002,USD,true,SEED,PX00094,B2
EQ-ORCL,BBG,2026-03-19T21:00:00Z,CLOSE,155.520004,USD,true,SEED,PX00095,B2
EQ-ORCL,BBG,2026-03-20T21:00:00Z,CLOSE,149.679993,USD,true,SEED,PX00096,B2
EQ-INTC,BBG,2025-01-02T21:00:00Z,CLOSE,20.219999,USD,true,SEED,PX00097,B2
EQ-INTC,BBG,2025-03-31T21:00:00Z,CLOSE,22.709999,USD,true,SEED,PX00098,B2
EQ-INTC,BBG,2025-06-30T21:00:00Z,CLOSE,22.4,USD,true,SEED,PX00099,B2
EQ-INTC,BBG,2025-09-30T21:00:00Z,CLOSE,33.549999,USD,true,SEED,PX00100,B2
EQ-INTC,BBG,2025-12-31T21:00:00Z,CLOSE,36.900002,USD,true,SEED,PX00101,B2
EQ-INTC,BBG,2026-01-31T21:00:00Z,CLOSE,46.470001,USD,true,SEED,PX00102,B2
EQ-INTC,BBG,2026-03-19T21:00:00Z,CLOSE,46.18,USD,true,SEED,PX00103,B2
EQ-INTC,BBG,2026-03-20T21:00:00Z,CLOSE,43.869999,USD,true,SEED,PX00104,B2
EQ-QCOM,BBG,2025-01-02T21:00:00Z,CLOSE,149.317413,USD,true,SEED,PX00105,B2
EQ-QCOM,BBG,2025-03-31T21:00:00Z,CLOSE,150.093216,USD,true,SEED,PX00106,B2
EQ-QCOM,BBG,2025-06-30T21:00:00Z,CLOSE,156.54863,USD,true,SEED,PX00107,B2
EQ-QCOM,BBG,2025-09-30T21:00:00Z,CLOSE,164.458389,USD,true,SEED,PX00108,B2
EQ-QCOM,BBG,2025-12-31T21:00:00Z,CLOSE,169.958786,USD,true,SEED,PX00109,B2
EQ-QCOM,BBG,2026-01-31T21:00:00Z,CLOSE,150.622925,USD,true,SEED,PX00110,B2
EQ-QCOM,BBG,2026-03-19T21:00:00Z,CLOSE,131.279999,USD,true,SEED,PX00111,B2
EQ-QCOM,BBG,2026-03-20T21:00:00Z,CLOSE,129.899994,USD,true,SEED,PX00112,B2
EQ-TXN,BBG,2025-01-02T21:00:00Z,CLOSE,179.896927,USD,true,SEED,PX00113,B2
EQ-TXN,BBG,2025-03-31T21:00:00Z,CLOSE,174.199173,USD,true,SEED,PX00114,B2
EQ-TXN,BBG,2025-06-30T21:00:00Z,CLOSE,202.981613,USD,true,SEED,PX00115,B2
EQ-TXN,BBG,2025-09-30T21:00:00Z,CLOSE,180.92363,USD,true,SEED,PX00116,B2
EQ-TXN,BBG,2025-12-31T21:00:00Z,CLOSE,172.364929,USD,true,SEED,PX00117,B2
EQ-TXN,BBG,2026-01-31T21:00:00Z,CLOSE,215.550003,USD,true,SEED,PX00118,B2
EQ-TXN,BBG,2026-03-19T21:00:00Z,CLOSE,188.289993,USD,true,SEED,PX00119,B2
EQ-TXN,BBG,2026-03-20T21:00:00Z,CLOSE,187.190002,USD,true,SEED,PX00120,B2
EQ-MU,BBG,2025-01-02T21:00:00Z,CLOSE,87.044731,USD,true,SEED,PX00121,B2
EQ-MU,BBG,2025-03-31T21:00:00Z,CLOSE,86.718925,USD,true,SEED,PX00122,B2
EQ-MU,BBG,2025-06-30T21:00:00Z,CLOSE,123.007339,USD,true,SEED,PX00123,B2
EQ-MU,BBG,2025-09-30T21:00:00Z,CLOSE,167.147766,USD,true,SEED,PX00124,B2
EQ-MU,BBG,2025-12-31T21:00:00Z,CLOSE,285.410004,USD,true,SEED,PX00125,B2
EQ-MU,BBG,2026-01-31T21:00:00Z,CLOSE,414.880005,USD,true,SEED,PX00126,B2
EQ-MU,BBG,2026-03-19T21:00:00Z,CLOSE,444.269989,USD,true,SEED,PX00127,B2
EQ-MU,BBG,2026-03-20T21:00:00Z,CLOSE,422.899994,USD,true,SEED,PX00128,B2
EQ-ADI,BBG,2025-01-02T21:00:00Z,CLOSE,207.27211,USD,true,SEED,PX00129,B2
EQ-ADI,BBG,2025-03-31T21:00:00Z,CLOSE,198.639389,USD,true,SEED,PX00130,B2
EQ-ADI,BBG,2025-06-30T21:00:00Z,CLOSE,235.510544,USD,true,SEED,PX00131,B2
EQ-ADI,BBG,2025-09-30T21:00:00Z,CLOSE,244.071045,USD,true,SEED,PX00132,B2
EQ-ADI,BBG,2025-12-31T21:00:00Z,CLOSE,270.353485,USD,true,SEED,PX00133,B2
EQ-ADI,BBG,2026-01-31T21:00:00Z,CLOSE,309.909637,USD,true,SEED,PX00134,B2
EQ-ADI,BBG,2026-03-19T21:00:00Z,CLOSE,310.440002,USD,true,SEED,PX00135,B2
EQ-ADI,BBG,2026-03-20T21:00:00Z,CLOSE,309.429993,USD,true,SEED,PX00136,B2
EQ-LRCX,BBG,2025-01-02T21:00:00Z,CLOSE,71.696716,USD,true,SEED,PX00137,B2
EQ-LRCX,BBG,2025-03-31T21:00:00Z,CLOSE,72.171188,USD,true,SEED,PX00138,B2
EQ-LRCX,BBG,2025-06-30T21:00:00Z,CLOSE,96.872421,USD,true,SEED,PX00139,B2
EQ-LRCX,BBG,2025-09-30T21:00:00Z,CLOSE,133.519943,USD,true,SEED,PX00140,B2
EQ-LRCX,BBG,2025-12-31T21:00:00Z,CLOSE,170.975143,USD,true,SEED,PX00141,B2
EQ-LRCX,BBG,2026-01-31T21:00:00Z,CLOSE,233.180634,USD,true,SEED,PX00142,B2
EQ-LRCX,BBG,2026-03-19T21:00:00Z,CLOSE,233.990005,USD,true,SEED,PX00143,B2
EQ-LRCX,BBG,2026-03-20T21:00:00Z,CLOSE,228.360001,USD,true,SEED,PX00144,B2
EQ-AMAT,BBG,2025-01-02T21:00:00Z,CLOSE,162.043777,USD,true,SEED,PX00145,B2
EQ-AMAT,BBG,2025-03-31T21:00:00Z,CLOSE,143.833282,USD,true,SEED,PX00146,B2
EQ-AMAT,BBG,2025-06-30T21:00:00Z,CLOSE,181.962738,USD,true,SEED,PX00147,B2
EQ-AMAT,BBG,2025-09-30T21:00:00Z,CLOSE,204.08493,USD,true,SEED,PX00148,B2
EQ-AMAT,BBG,2025-12-31T21:00:00Z,CLOSE,256.669891,USD,true,SEED,PX00149,B2
EQ-AMAT,BBG,2026-01-31T21:00:00Z,CLOSE,321.918518,USD,true,SEED,PX00150,B2
EQ-AMAT,BBG,2026-03-19T21:00:00Z,CLOSE,357.209991,USD,true,SEED,PX00151,B2
EQ-AMAT,BBG,2026-03-20T21:00:00Z,CLOSE,357.059998,USD,true,SEED,PX00152,B2
EQ-NOW,BBG,2025-01-02T21:00:00Z,CLOSE,210.867996,USD,true,SEED,PX00153,B2
EQ-NOW,BBG,2025-03-31T21:00:00Z,CLOSE,159.227997,USD,true,SEED,PX00154,B2
EQ-NOW,BBG,2025-06-30T21:00:00Z,CLOSE,205.615997,USD,true,SEED,PX00155,B2
EQ-NOW,BBG,2025-09-30T21:00:00Z,CLOSE,184.056,USD,true,SEED,PX00156,B2
EQ-NOW,BBG,2025-12-31T21:00:00Z,CLOSE,153.190002,USD,true,SEED,PX00157,B2
EQ-NOW,BBG,2026-01-31T21:00:00Z,CLOSE,117.010002,USD,true,SEED,PX00158,B2
EQ-NOW,BBG,2026-03-19T21:00:00Z,CLOSE,113.269997,USD,true,SEED,PX00159,B2
EQ-NOW,BBG,2026-03-20T21:00:00Z,CLOSE,110.379997,USD,true,SEED,PX00160,B2
EQ-SNOW,BBG,2025-01-02T21:00:00Z,CLOSE,157.509995,USD,true,SEED,PX00161,B2
EQ-SNOW,BBG,2025-03-31T21:00:00Z,CLOSE,146.160004,USD,true,SEED,PX00162,B2
EQ-SNOW,BBG,2025-06-30T21:00:00Z,CLOSE,223.770004,USD,true,SEED,PX00163,B2
EQ-SNOW,BBG,2025-09-30T21:00:00Z,CLOSE,225.550003,USD,true,SEED,PX00164,B2
EQ-SNOW,BBG,2025-12-31T21:00:00Z,CLOSE,219.360001,USD,true,SEED,PX00165,B2
EQ-SNOW,BBG,2026-01-31T21:00:00Z,CLOSE,192.699997,USD,true,SEED,PX00166,B2
EQ-SNOW,BBG,2026-03-19T21:00:00Z,CLOSE,175.399994,USD,true,SEED,PX00167,B2
EQ-SNOW,BBG,2026-03-20T21:00:00Z,CLOSE,168.020004,USD,true,SEED,PX00168,B2
EQ-PANW,BBG,2025-01-02T21:00:00Z,CLOSE,180.740005,USD,true,SEED,PX00169,B2
EQ-PANW,BBG,2025-03-31T21:00:00Z,CLOSE,170.639999,USD,true,SEED,PX00170,B2
EQ-PANW,BBG,2025-06-30T21:00:00Z,CLOSE,204.639999,USD,true,SEED,PX00171,B2
EQ-PANW,BBG,2025-09-30T21:00:00Z,CLOSE,203.619995,USD,true,SEED,PX00172,B2
EQ-PANW,BBG,2025-12-31T21:00:00Z,CLOSE,184.199997,USD,true,SEED,PX00173,B2
EQ-PANW,BBG,2026-01-31T21:00:00Z,CLOSE,176.970001,USD,true,SEED,PX00174,B2
EQ-PANW,BBG,2026-03-19T21:00:00Z,CLOSE,169.740005,USD,true,SEED,PX00175,B2
EQ-PANW,BBG,2026-03-20T21:00:00Z,CLOSE,162.949997,USD,true,SEED,PX00176,B2
EQ-CRWD,BBG,2025-01-02T21:00:00Z,CLOSE,347.339996,USD,true,SEED,PX00177,B2
EQ-CRWD,BBG,2025-03-31T21:00:00Z,CLOSE,352.579987,USD,true,SEED,PX00178,B2
EQ-CRWD,BBG,2025-06-30T21:00:00Z,CLOSE,509.309998,USD,true,SEED,PX00179,B2
EQ-CRWD,BBG,2025-09-30T21:00:00Z,CLOSE,490.380005,USD,true,SEED,PX00180,B2
EQ-CRWD,BBG,2025-12-31T21:00:00Z,CLOSE,468.76001,USD,true,SEED,PX00181,B2
EQ-CRWD,BBG,2026-01-31T21:00:00Z,CLOSE,441.404999,USD,true,SEED,PX00182,B2
EQ-CRWD,BBG,2026-03-19T21:00:00Z,CLOSE,428.179993,USD,true,SEED,PX00183,B2
EQ-CRWD,BBG,2026-03-20T21:00:00Z,CLOSE,409.0,USD,true,SEED,PX00184,B2
EQ-DELL,BBG,2025-01-02T21:00:00Z,CLOSE,113.94976,USD,true,SEED,PX00185,B2
EQ-DELL,BBG,2025-03-31T21:00:00Z,CLOSE,89.488716,USD,true,SEED,PX00186,B2
EQ-DELL,BBG,2025-06-30T21:00:00Z,CLOSE,121.137421,USD,true,SEED,PX00187,B2
EQ-DELL,BBG,2025-09-30T21:00:00Z,CLOSE,140.651337,USD,true,SEED,PX00188,B2
EQ-DELL,BBG,2025-12-31T21:00:00Z,CLOSE,125.331688,USD,true,SEED,PX00189,B2
EQ-DELL,BBG,2026-01-31T21:00:00Z,CLOSE,114.440002,USD,true,SEED,PX00190,B2
EQ-DELL,BBG,2026-03-19T21:00:00Z,CLOSE,156.759995,USD,true,SEED,PX00191,B2
EQ-DELL,BBG,2026-03-20T21:00:00Z,CLOSE,157.669998,USD,true,SEED,PX00192,B2
EQ-HPQ,BBG,2025-01-02T21:00:00Z,CLOSE,30.595741,USD,true,SEED,PX00193,B2
EQ-HPQ,BBG,2025-03-31T21:00:00Z,CLOSE,26.357813,USD,true,SEED,PX00194,B2
EQ-HPQ,BBG,2025-06-30T21:00:00Z,CLOSE,23.549477,USD,true,SEED,PX00195,B2
EQ-HPQ,BBG,2025-09-30T21:00:00Z,CLOSE,26.479885,USD,true,SEED,PX00196,B2
EQ-HPQ,BBG,2025-12-31T21:00:00Z,CLOSE,21.92428,USD,true,SEED,PX00197,B2
EQ-HPQ,BBG,2026-01-31T21:00:00Z,CLOSE,19.129623,USD,true,SEED,PX00198,B2
EQ-HPQ,BBG,2026-03-19T21:00:00Z,CLOSE,18.48,USD,true,SEED,PX00199,B2
EQ-HPQ,BBG,2026-03-20T21:00:00Z,CLOSE,18.27,USD,true,SEED,PX00200,B2
EQ-JPM,BBG,2025-01-02T21:00:00Z,CLOSE,233.969376,USD,true,SEED,PX00201,B2
EQ-JPM,BBG,2025-03-31T21:00:00Z,CLOSE,240.371277,USD,true,SEED,PX00202,B2
EQ-JPM,BBG,2025-06-30T21:00:00Z,CLOSE,285.834778,USD,true,SEED,PX00203,B2
EQ-JPM,BBG,2025-09-30T21:00:00Z,CLOSE,312.494293,USD,true,SEED,PX00204,B2
EQ-JPM,BBG,2025-12-31T21:00:00Z,CLOSE,320.773071,USD,true,SEED,PX00205,B2
EQ-JPM,BBG,2026-01-31T21:00:00Z,CLOSE,305.890015,USD,true,SEED,PX00206,B2
EQ-JPM,BBG,2026-03-19T21:00:00Z,CLOSE,287.970001,USD,true,SEED,PX00207,B2
EQ-JPM,BBG,2026-03-20T21:00:00Z,CLOSE,286.559998,USD,true,SEED,PX00208,B2
EQ-BAC,BBG,2025-01-02T21:00:00Z,CLOSE,43.044094,USD,true,SEED,PX00209,B2
EQ-BAC,BBG,2025-03-31T21:00:00Z,CLOSE,40.812046,USD,true,SEED,PX00210,B2
EQ-BAC,BBG,2025-06-30T21:00:00Z,CLOSE,46.551804,USD,true,SEED,PX00211,B2
EQ-BAC,BBG,2025-09-30T21:00:00Z,CLOSE,51.034782,USD,true,SEED,PX00212,B2
EQ-BAC,BBG,2025-12-31T21:00:00Z,CLOSE,54.690823,USD,true,SEED,PX00213,B2
EQ-BAC,BBG,2026-01-31T21:00:00Z,CLOSE,52.900944,USD,true,SEED,PX00214,B2
EQ-BAC,BBG,2026-03-19T21:00:00Z,CLOSE,47.009998,USD,true,SEED,PX00215,B2
EQ-BAC,BBG,2026-03-20T21:00:00Z,CLOSE,47.16,USD,true,SEED,PX00216,B2
EQ-GS,BBG,2025-01-02T21:00:00Z,CLOSE,560.520691,USD,true,SEED,PX00217,B2
EQ-GS,BBG,2025-03-31T21:00:00Z,CLOSE,535.202209,USD,true,SEED,PX00218,B2
EQ-GS,BBG,2025-06-30T21:00:00Z,CLOSE,696.84137,USD,true,SEED,PX00219,B2
EQ-GS,BBG,2025-09-30T21:00:00Z,CLOSE,788.27301,USD,true,SEED,PX00220,B2
EQ-GS,BBG,2025-12-31T21:00:00Z,CLOSE,874.398254,USD,true,SEED,PX00221,B2
EQ-GS,BBG,2026-01-31T21:00:00Z,CLOSE,930.512939,USD,true,SEED,PX00222,B2
EQ-GS,BBG,2026-03-19T21:00:00Z,CLOSE,809.5,USD,true,SEED,PX00223,B2
EQ-GS,BBG,2026-03-20T21:00:00Z,CLOSE,813.530029,USD,true,SEED,PX00224,B2
EQ-MS,BBG,2025-01-02T21:00:00Z,CLOSE,120.715714,USD,true,SEED,PX00225,B2
EQ-MS,BBG,2025-03-31T21:00:00Z,CLOSE,113.620911,USD,true,SEED,PX00226,B2
EQ-MS,BBG,2025-06-30T21:00:00Z,CLOSE,138.279388,USD,true,SEED,PX00227,B2
EQ-MS,BBG,2025-09-30T21:00:00Z,CLOSE,157.131912,USD,true,SEED,PX00228,B2
EQ-MS,BBG,2025-12-31T21:00:00Z,CLOSE,176.556702,USD,true,SEED,PX00229,B2
EQ-MS,BBG,2026-01-31T21:00:00Z,CLOSE,182.800003,USD,true,SEED,PX00230,B2
EQ-MS,BBG,2026-03-19T21:00:00Z,CLOSE,158.550003,USD,true,SEED,PX00231,B2
EQ-MS,BBG,2026-03-20T21:00:00Z,CLOSE,161.470001,USD,true,SEED,PX00232,B2
EQ-WFC,BBG,2025-01-02T21:00:00Z,CLOSE,68.361214,USD,true,SEED,PX00233,B2
EQ-WFC,BBG,2025-03-31T21:00:00Z,CLOSE,70.264725,USD,true,SEED,PX00234,B2
EQ-WFC,BBG,2025-06-30T21:00:00Z,CLOSE,78.847961,USD,true,SEED,PX00235,B2
EQ-WFC,BBG,2025-09-30T21:00:00Z,CLOSE,82.973801,USD,true,SEED,PX00236,B2
EQ-WFC,BBG,2025-12-31T21:00:00Z,CLOSE,92.744171,USD,true,SEED,PX00237,B2
EQ-WFC,BBG,2026-01-31T21:00:00Z,CLOSE,90.047432,USD,true,SEED,PX00238,B2
EQ-WFC,BBG,2026-03-19T21:00:00Z,CLOSE,76.389999,USD,true,SEED,PX00239,B2
EQ-WFC,BBG,2026-03-20T21:00:00Z,CLOSE,77.599998,USD,true,SEED,PX00240,B2
EQ-C,BBG,2025-01-02T21:00:00Z,CLOSE,67.699135,USD,true,SEED,PX00241,B2
EQ-C,BBG,2025-03-31T21:00:00Z,CLOSE,69.191315,USD,true,SEED,PX00242,B2
EQ-C,BBG,2025-06-30T21:00:00Z,CLOSE,83.626732,USD,true,SEED,PX00243,B2
EQ-C,BBG,2025-09-30T21:00:00Z,CLOSE,100.375206,USD,true,SEED,PX00244,B2
EQ-C,BBG,2025-12-31T21:00:00Z,CLOSE,116.084923,USD,true,SEED,PX00245,B2
EQ-C,BBG,2026-01-31T21:00:00Z,CLOSE,115.110001,USD,true,SEED,PX00246,B2
EQ-C,BBG,2026-03-19T21:00:00Z,CLOSE,109.849998,USD,true,SEED,PX00247,B2
EQ-C,BBG,2026-03-20T21:00:00Z,CLOSE,109.519997,USD,true,SEED,PX00248,B2
EQ-BLK,BBG,2025-01-02T21:00:00Z,CLOSE,991.44397,USD,true,SEED,PX00249,B2
EQ-BLK,BBG,2025-03-31T21:00:00Z,CLOSE,927.367981,USD,true,SEED,PX00250,B2
EQ-BLK,BBG,2025-06-30T21:00:00Z,CLOSE,1033.507568,USD,true,SEED,PX00251,B2
